Species,Family,BE,Letzter_Nachweis,Deutscher_Name,Reference
Abrothallus parmeliarum,Abrothallaceae,0,,,Rote Liste und Gesamtartenliste der flechtenbewohnenden (lichenicolen) Pilze von Berlin
Scutula miliaris,Pilocarpaceae,0,,,Rote Liste und Gesamtartenliste der flechtenbewohnenden (lichenicolen) Pilze von Berlin
