Species,Family,BE,Letzter_Nachweis,Deutscher_Name,Reference
Hyla arborea,Hylidae,0,vor 1960,Mitteleuropäischer,Rote Liste und Gesamtartenliste der Lurche (Amphibia) von Berlin
Pelophylax lessonae,Ranidae,0,1991,Kleiner Wasserfrosch,Rote Liste und Gesamtartenliste der Lurche (Amphibia) von Berlin
